time,ax,ay,az
1858378,-0.2736,-0.01168,10.34961
1858394,0.29507,-0.32703,8.96007
1858411,0.30735,0.16945,12.86625
1858425,-0.18801,0.4201,12.21676
1858440,0.14982,-0.37557,10.30587
1858456,1.17385,-0.10613,12.50124
1858470,-0.80421,0.67016,12.57153
1858485,-0.57253,0.2343,10.98192
1858501,0.1438,-0.16598,9.28921
1858515,0.6393,0.02874,13.24402
1858530,-0.83645,0.75131,13.22892
1858546,-0.27139,-0.16281,10.3227
1858564,0.9177,0.07949,10.49717
1858580,-0.70229,0.55161,12.13063
1858594,-0.56319,0.25295,9.75716
1858608,-0.08317,-0.22872,9.33742
1858623,0.55777,-0.00773,13.40039
1858638,-0.67928,0.91212,12.55051
1858653,-0.51551,-0.09547,11.01527
1858667,0.57093,-0.16592,10.8993
1858682,-0.06787,0.40933,12.03681
1858696,-0.42781,0.78173,10.99352
1858709,0.08305,-0.07709,10.6749
1858724,1.03264,-0.24832,12.16068
1858739,-0.48477,0.41749,12.84764
1858753,-0.72012,0.62531,10.28678
1858770,-0.24689,-0.33393,10.23393
1858784,0.60669,-0.02072,12.55786
1858799,-0.63093,0.63893,11.50001
1858815,0.0229,-0.16367,10.00329
1858829,0.71601,-0.40146,11.38649
1858845,-0.0485,0.06581,12.34777
1858860,-0.24108,0.60437,10.33847
1858875,0.13689,-0.29499,10.0954
1858890,1.29832,-0.10791,13.45992
1858904,-0.3601,0.59679,13.01385
1858919,-0.07535,0.46511,10.43435
1858934,0.4593,-0.27778,11.19703
1858950,0.54666,-0.20324,13.30394
1858965,-0.72414,0.82231,10.11414
1858981,-0.31305,-0.18971,9.23312
1858995,0.99955,-0.33148,12.43299
1859008,-0.12125,0.11599,13.16476
1859022,-0.64601,0.91997,10.01146
1859038,-0.27938,-0.23318,9.40981
1859056,0.63229,-0.15018,13.65146
1859070,-0.93147,0.42855,10.13404
1859083,-0.30187,0.34088,9.23082
1859097,0.72074,-0.20545,11.43541
1859112,0.88261,0.11,12.5807
1859129,-0.49244,0.7577,9.991
1859144,0.20284,-0.17362,11.64344
1859158,1.3598,-0.28375,14.16295
1859174,-0.49709,0.16196,12.02512
1859189,-0.47841,0.68012,10.0115
1859205,0.50689,-0.38362,11.67599
1859220,0.1848,0.00311,12.91483
1859234,-0.57097,0.60672,10.34155
1859248,-0.08669,0.1416,11.01823
1859265,0.99214,-0.40082,12.89599
1859281,-0.28788,0.05947,12.05963
1859295,-0.41528,0.67292,10.34646
1859312,0.07962,-0.37796,12.1758
1859327,0.61427,-0.18461,12.37738
1859342,-0.20317,0.35945,9.37137
1859357,0.27211,0.31887,9.6676
1859374,1.40441,-0.48002,13.87172
1859389,0.00299,0.00088,11.49481
1859403,-0.2195,0.74471,9.59239
1859417,0.23098,-0.09422,12.96319
1859434,0.8905,-0.23553,12.96333
1859450,-0.3171,0.49492,11.24806
1859464,-0.12944,0.42859,10.97084
1859480,0.68234,-0.49533,13.5054
1859494,0.00753,-0.19262,10.07842
1859508,-0.30003,0.67768,10.27018
1859524,-0.14074,0.13682,11.79388
1859537,0.88996,-0.33021,14.0044
1859552,-0.57856,0.00249,10.48016
1859569,0.11816,0.78483,10.09311
1859585,0.64046,-0.07503,12.87738
1859601,-0.21461,0.01868,12.00517
1859614,-0.6202,0.36956,10.69057
1859627,0.08499,0.55228,11.34298
1859643,0.97348,-0.18105,12.08339
1859658,-0.23902,-0.05157,10.40007
1859673,-0.19921,0.66921,9.18783
1859688,0.37158,-0.05165,13.39324
1859702,0.95219,-0.41199,12.99199
1859718,-0.56102,0.00588,9.55553
1859732,-0.28596,0.80206,10.38857
1859747,0.16073,-0.18498,12.73273
1859761,-0.03292,-0.25984,10.29936
1859776,-0.41723,0.31254,9.1938
1859790,-0.12139,0.53218,13.08073
1859804,0.87831,-0.44094,13.99231
1859818,-0.06343,-0.18465,10.27959
1859834,0.052,0.47022,9.87632
1859851,0.25687,-0.01188,11.93765
1859866,0.64134,-0.23328,11.16625
1859881,-0.71084,0.03066,9.40227
1859894,0.00388,0.75748,11.4267
1859907,0.45732,-0.18165,13.4045
1859923,0.53396,-0.49787,10.73783
1859938,-0.42514,0.04176,9.77011
1859953,-0.30049,0.59478,12.39388
1859969,1.01968,-0.28006,11.95921
1859985,-0.36856,-0.13965,10.5954
1860001,0.05822,0.55816,12.02373
1860017,0.89681,-0.13073,13.11698
1860032,0.28577,-0.34171,10.62927
1860046,-0.51815,0.05104,10.39279
1860061,-0.33777,0.65579,12.72369
1860076,0.86826,-0.29196,12.03627
1860091,-0.43603,-0.14256,8.64199
1860106,-0.47973,0.4473,10.93158
1860121,0.20638,0.3,12.86799
1860135,1.0309,-0.27778,10.58823
1860151,-0.26791,-0.09728,10.03555
1860168,-0.082,0.78189,11.77903
1860182,0.865,-0.17873,12.71177
1860197,-0.42228,-0.10717,10.7351
1860213,-0.3769,0.42672,10.97787
1860228,0.31722,0.54042,13.62634
1860241,1.52014,-0.22306,11.65859
1860257,-0.3126,-0.08692,9.54256
1860271,-0.259,0.49023,11.77205
1860285,0.39947,0.33358,13.34474
1860299,0.46686,-0.24245,10.49883
1860316,-0.57933,0.20156,10.31039
1860331,-0.06036,0.7443,13.69815
1860347,1.33491,-0.25086,11.19665
1860361,-0.47546,-0.23206,10.46638
1860376,-0.3898,0.20917,12.465
1860391,0.21895,0.61475,12.33165
1860405,0.8981,-0.20234,8.9985
1860419,-0.71646,0.07635,9.79197
1860437,-0.04928,0.7337,13.64387
1860452,0.97842,0.10544,11.71754
1860467,-0.02507,-0.30695,10.00451
1860483,-0.25592,0.15647,12.64275
1860497,0.18334,0.78077,12.60528
1860513,0.84541,-0.17648,10.55331
1860528,-0.52854,-0.01914,10.27901
1860544,-0.2742,0.57886,12.856
1860560,0.97725,-0.08002,11.31915
1860575,-0.4203,-0.43805,9.86026
1860589,-0.52647,-0.02381,12.65536
1860603,-0.51051,0.63125,14.00408
1860617,0.97753,0.15783,9.43065
1860631,-0.60357,-0.21925,9.49162
1860645,-0.43061,0.13275,12.67533
1860659,0.09891,0.68835,13.44483
1860674,0.93024,-0.24824,10.00694
1860688,-0.58535,-0.16094,9.90009
1860703,-0.16842,0.22892,13.19373
1860718,0.2376,0.58644,11.95573
1860732,0.24299,-0.13837,9.30596
1860747,-0.73392,-0.04598,11.27949
1860761,-0.3259,0.34687,13.76283
1860776,0.65603,0.21083,10.20471
1860789,0.0039,-0.27057,8.1359
1860803,-0.56831,-0.16652,12.31425
1860818,-0.37069,0.49141,12.267
1860833,1.02732,0.10103,10.0692
1860849,-0.35416,-0.29156,10.04465
1860864,-0.03307,0.00211,12.64316
1860879,0.26561,0.6135,10.83854
1860894,0.61624,-0.33443,9.62709
1860912,-0.33644,-0.23758,13.73064
1860927,0.04689,0.31275,12.86647
1860942,0.79342,0.03094,10.58505
1860957,-0.64454,-0.22543,11.10147
1860972,-0.28417,-0.04246,13.521
1860990,0.35761,0.48238,9.91213
1861006,0.02638,-0.32511,9.33634
1861021,0.02848,-0.17517,12.56222
1861037,-0.09254,0.34221,11.51817
1861053,0.2138,-0.20566,9.67397
1861068,-0.5652,-0.20918,12.05182
1861083,-0.07778,0.05534,13.7302
1861097,0.3337,0.53797,10.01515
1861111,0.42368,-0.14746,8.92915
1861126,-0.79604,-0.08653,13.4631
1861143,-0.38372,0.2713,11.75638
1861158,0.77485,0.33753,9.79348
1861172,-0.53916,-0.22757,11.31427
1861187,-0.25243,0.05617,13.43862
1861204,0.63224,0.63145,9.90004
1861218,0.13333,-0.16011,8.94748
1861235,-0.54545,-0.24993,12.61335
1861250,-0.37594,0.42913,11.15262
1861265,0.76191,0.47248,9.15598
1861278,-0.53411,-0.25387,10.76582
1861292,-0.6038,-0.05562,13.35065
1861307,-0.07261,0.41131,10.25866
1861321,1.10973,0.28809,8.97395
1861335,-0.78916,-0.37221,12.17987
1861349,-0.59864,-0.06656,13.86617
1861366,0.42988,0.65068,10.43284
1861382,0.14302,0.0096,10.3423
1861398,-0.61383,-0.04647,14.58759
1861412,-0.08904,0.12226,11.76459
1861427,1.35602,0.48526,9.73597
1861442,-0.75308,-0.25659,13.07065
1861457,-0.52943,-0.15979,13.30298
1861472,0.20061,0.38809,9.12525
1861489,0.07938,0.05801,9.24828
1861504,-0.55508,-0.07346,14.19756
1861522,0.06257,0.3902,10.81049
1861536,1.21841,0.62439,9.06645
1861551,-0.61559,-0.34436,12.42861
1861565,-0.18515,-0.17999,12.84735
1861580,0.44702,0.4121,9.19889
1861595,0.6207,0.17265,9.85094
1861608,-0.79953,-0.12171,12.18393
1861623,-0.37241,-0.0564,12.49052
1861639,0.84715,0.73674,9.70198
1861654,-0.23288,-0.13251,13.51203
1861669,-0.76849,-0.52187,14.26878
1861685,-0.17876,0.16848,10.34316
1861699,0.75103,0.43304,9.12961
1861713,-0.75907,-0.39893,11.8993
1861728,-0.49091,-0.14109,12.27369
1861742,-0.03228,0.33952,8.71741
1861757,0.33443,0.34988,10.01649
1861773,-0.72075,-0.50133,12.9116
1861790,-0.10133,-0.0345,10.09503
1861806,0.83751,0.53273,9.85796
1861819,-0.47672,-0.25009,13.29406
1861833,-0.54774,-0.28537,13.14604
1861848,0.09224,0.09208,10.5753
1861863,0.64991,0.50877,11.76444
1861877,-0.61657,-0.33285,13.23249
1861890,-0.32685,-0.25802,11.10183
1861905,0.14403,0.22799,10.06547
1861920,0.49641,0.41093,11.98465
1861937,-0.39714,-0.36476,13.16473
1861954,-0.21537,0.10531,9.95263
1861970,1.03553,0.81955,9.67433
1861984,-0.55988,-0.13262,12.24226
1861998,-0.21188,-0.09755,10.1788
1862013,0.22019,0.33142,9.09178
1862027,0.18382,0.57935,10.75708
1862042,-0.57341,-0.248,15.09581
1862058,-0.21203,-0.04024,10.27086
1862074,1.18171,0.67144,9.83676
1862090,-0.57168,-0.02633,13.69061
1862106,-0.33138,-0.31041,10.92568
1862120,0.10386,0.03013,9.26815
1862133,0.25818,0.59567,11.24552
1862150,-0.84027,-0.30496,12.89229
1862164,-0.3333,-0.11636,10.71492
1862178,0.60375,0.40138,10.28171
1862192,-0.15962,0.34743,13.01561
1862206,-0.29184,-0.36116,12.49915
1862220,-0.11167,-0.11087,10.77477
1862237,1.08528,0.48539,11.69128
1862253,-0.33249,-0.0732,13.44603
1862269,-0.02506,-0.21868,11.68974
1862284,0.80965,0.19224,9.59108
1862299,0.13074,0.62854,12.73274
1862315,-0.73566,-0.48087,12.05192
1862330,-0.39963,-0.27182,9.07639
1862347,0.9493,0.49615,13.04447
1862362,-0.61037,-0.13864,13.97294
1862375,-0.21035,-0.38771,10.04797
1862390,0.25706,0.02081,9.823
1862406,0.21682,0.6385,13.40005
1862420,-0.60619,-0.41961,12.27302
1862436,-0.11244,-0.53242,9.7144
1862453,1.03658,0.30007,11.1812
1862468,-0.4262,-0.00533,12.09308
1862484,-0.3022,-0.39841,10.56523
1862500,0.44757,0.09998,10.66284
1862515,0.04334,0.7219,13.49801
1862530,-0.69461,-0.38642,11.68593
1862547,-0.09649,-0.31776,10.87691
1862562,1.16579,0.43483,12.39283
1862578,-0.76261,0.21382,13.45823
1862593,-0.13151,-0.41159,11.81133
1862607,0.29423,-0.06089,10.8979
1862621,0.49723,0.8038,13.3125
1862635,-0.54776,-0.05433,12.32886
1862649,-0.47509,-0.42222,10.81952
1862664,0.8288,-0.02494,11.65257
1862678,0.29742,0.68376,12.12406
1862694,-0.58831,-0.23121,10.76045
1862711,0.34511,-0.20888,8.88507
1862726,0.69042,0.4884,12.27223
1862742,-0.76328,0.04542,11.72221
1862757,-0.40509,-0.27838,8.84054
1862772,0.73108,0.04301,11.67024
1862786,-0.22567,0.83827,11.98603
1862800,-0.54926,-0.01021,10.55864
1862814,0.07265,-0.29531,9.89345
1862828,1.32689,0.19913,12.33266
1862842,-0.1943,0.64654,13.67189
1862856,-0.36138,-0.29483,10.80615
1862871,0.0903,-0.38907,10.41499
1862886,1.25187,0.32925,13.80266
1862901,-0.6327,0.52841,13.5611
1862916,-0.47141,-0.10264,10.59869
1862931,0.66642,0.07365,11.54782
1862946,0.72609,0.72446,12.24726
1862960,-0.93913,0.28578,10.45398
1862975,-0.37262,-0.28291,8.5932
1862990,0.94722,0.05579,12.21144
1863005,-0.50036,0.58248,12.35032
1863021,-0.49392,-0.32023,10.55592
1863038,0.23552,-0.11957,11.2135
1863053,0.53782,0.5989,12.17908
1863069,-0.9203,0.15034,10.49274
1863084,-0.3675,-0.50115,9.45175
1863099,0.69215,-0.09963,12.35011
1863113,-0.60842,0.7512,12.38424
1863128,-0.46906,-0.19438,10.50689
1863143,0.44987,-0.40111,11.81307
1863160,1.09767,0.23969,13.98922
1863176,-0.30968,0.27276,10.58781
1863190,-0.35523,-0.45522,9.33708
1863204,0.82351,-0.32466,11.70387
1863219,-0.34231,0.4206,12.33248
1863234,-0.49128,0.00128,10.94446
1863251,-0.20942,-0.33362,10.59219
1863266,1.0045,0.08173,12.27069
1863281,-0.75606,0.49719,10.14789
1863295,-0.73093,-0.45503,9.92083
1863308,-0.01545,-0.30255,12.28123
1863323,0.28127,0.17109,13.02474
1863337,-0.59299,0.41935,9.88156
1863352,-0.36574,-0.30573,8.86971
1863370,1.32574,-0.10118,12.47461
1863384,-0.04191,0.65644,11.24186
1863399,-0.22916,0.03662,10.55325
1863413,-0.02722,-0.4481,11.82965
1863428,0.98574,-0.00739,12.78218
1863441,-0.57183,0.70034,11.61124
1863455,-0.48421,0.00295,9.12646
1863469,0.08113,-0.25886,12.7714
1863483,0.70135,0.05369,12.75
1863498,-0.81024,0.82032,9.36845
1863513,0.23374,-0.29545,9.78265
1863526,0.4636,-0.35631,12.58784
1863540,0.54464,0.05138,12.1918
1863556,-0.24046,0.46918,10.54168
1863571,0.08704,-0.38397,12.18908
1863585,0.795,-0.15696,13.63851
1863601,-0.55313,0.71049,10.78739
1863617,-0.3814,-0.00754,10.60895
1863631,-0.11047,-0.45249,13.36858
1863647,0.25752,-0.08607,12.44478
1863662,-0.55503,0.69032,10.63087
1863677,-0.14219,-0.13674,11.53506
1863693,0.8203,-0.051,12.71425
1863708,-0.55472,0.43478,9.6515
