time,ax,ay,az
2070299,-0.29247,-0.65879,10.2794
2070315,0.36738,0.20501,10.5802
2070331,-0.73903,0.11287,12.84171
2070345,1.12749,-0.5016,11.00956
2070360,-0.08538,0.81205,15.15734
2070374,-0.5503,-0.59767,10.98597
2070388,0.31463,-0.02196,10.19059
2070401,-0.72125,0.61509,14.32212
2070418,0.41874,-0.67413,9.60477
2070431,1.12215,0.61769,11.30725
2070447,-0.89177,-0.71935,11.09338
2070462,0.49542,-0.28806,9.32516
2070476,-0.34069,0.46536,14.36381
2070489,0.05569,-0.76076,10.09105
2070504,0.68235,0.13842,9.79087
2070520,-1.2256,-0.54588,12.50225
2070535,0.98117,-0.24268,10.75562
2070549,-0.09537,0.70132,14.80586
2070566,-0.0357,-0.66488,10.31703
2070581,0.60837,0.67771,11.45487
2070596,-1.27525,-0.44556,12.16064
2070611,0.42641,-0.03766,10.293
2070626,-0.43312,0.18162,14.67294
2070642,0.11127,-0.65216,9.79226
2070658,0.74079,0.63254,11.76558
2070672,-0.88557,-0.69234,11.55601
2070687,0.73547,-0.08638,10.36823
2070701,-0.25378,0.2844,14.435
2070716,-0.30252,-0.34709,10.0766
2070732,0.54053,0.69887,10.84265
2070748,-0.95072,-0.45811,11.90176
2070763,1.01504,0.4329,10.92262
2070780,-1.00793,-0.45532,14.20027
2070794,0.31004,-0.41704,10.97374
2070808,0.66877,0.54938,12.37021
2070824,-1.15912,-0.48912,12.00443
2070838,0.55481,0.31314,10.78159
2070853,-0.06467,-0.15564,13.70842
2070867,-0.27483,-0.35606,9.33923
2070882,0.54714,0.80967,10.03025
2070897,-0.93073,0.04716,12.01076
2070912,0.45634,0.4789,10.34086
2070927,0.41666,0.08763,13.73635
2070945,0.31528,-0.12481,9.38258
2070960,0.62047,0.09524,12.07321
2070975,-0.95504,-0.51044,12.50567
2070990,0.47032,0.33734,10.9701
2071005,-0.57888,-0.48764,15.20145
2071020,0.71814,0.04624,10.1773
2071036,0.56398,-0.02983,12.61173
2071051,-1.24118,-0.6905,11.58433
2071068,0.16888,0.57276,9.81918
2071083,-1.2242,-0.48784,13.86908
2071096,0.55199,0.16259,10.00216
2071112,0.58325,0.09231,12.79864
2071126,-0.78347,-0.00665,11.37285
2071142,0.35667,0.93258,10.26023
2071158,-0.85413,-0.14933,13.65696
2071172,0.78693,0.58907,10.23369
2071188,0.75737,-0.19628,13.50626
2071204,-0.35999,-0.27857,10.72151
2071217,0.42334,0.57638,10.38498
2071232,-0.38534,-0.70123,14.28879
2071247,0.375,0.25764,10.03497
2071261,0.89913,-0.20086,11.79352
2071278,-0.84876,-0.31719,10.96583
2071293,0.3833,0.60034,10.014
2071307,-0.1318,-0.26178,14.70903
2071321,0.08032,0.65984,9.86473
2071336,0.91135,-0.20912,10.66256
2071353,-0.87285,-0.19843,11.30313
2071370,0.51268,0.22754,10.14482
2071385,-0.69403,-0.57832,13.74121
2071400,0.5116,0.58739,9.94589
2071415,0.82719,-0.45955,14.04993
2071429,-0.3738,-0.09387,11.28403
2071446,0.47284,0.19881,10.31313
2071461,-0.53497,-0.32864,13.45809
2071476,0.47207,0.97252,10.11252
2071490,0.61397,-0.48854,13.61934
2071505,-0.88142,0.36632,11.05473
2071520,0.04627,0.21706,9.33408
2071535,-0.69326,-0.62555,14.02051
2071551,0.15047,0.89709,9.99192
2071568,0.51521,-0.52225,14.4724
2071583,-0.55121,0.61412,9.66804
2071599,0.5087,-0.36361,9.7974
2071614,-1.04637,0.04399,12.35861
2071628,0.85594,0.93031,10.18534
2071645,0.76922,-0.45594,14.47261
2071661,-0.05871,0.8446,9.96422
2071676,0.2867,-0.74674,11.24998
2071692,-0.97691,0.00813,11.33704
2071706,0.61894,-0.1847,9.26406
2071720,0.62587,-0.70996,14.46566
2071734,-0.70812,0.61181,9.36808
2071748,0.11049,-0.63346,9.52113
2071762,-0.49653,-0.41615,13.2867
2071777,0.12107,0.82001,9.85196
2071792,0.35461,-0.31645,13.23425
2071806,-0.58619,0.73191,10.99175
2071824,0.15731,-0.53573,9.90148
2071839,-0.54413,0.19358,13.57679
2071853,0.6229,0.46175,10.19478
2071869,0.64234,-0.56942,14.28267
2071883,-0.8841,0.67814,10.30402
2071897,0.58447,-0.59066,9.91743
2071913,-0.53296,0.1348,14.17433
2071928,0.44836,0.45716,10.10692
2071945,0.6811,-0.17748,14.06467
2071960,-0.81473,1.04457,10.13083
2071977,0.35069,-0.45799,11.03224
2071992,-0.67074,0.57891,12.49167
2072007,0.68958,-0.41889,9.98928
2072022,0.34026,-0.2386,14.9673
2072036,-0.98241,0.65326,9.81462
2072050,0.64031,-0.36659,10.46682
2072065,-0.6676,0.50311,14.04201
2072082,0.87449,-0.24224,10.59384
