time,ax,ay,az
2160234,-0.88758,0.10824,13.07204
2160248,0.50869,-0.38091,8.52349
2160263,-0.68594,0.61156,12.94652
2160277,0.3252,-0.08836,10.71592
2160293,0.37919,0.2578,13.6243
2160308,-0.28486,-0.07235,12.68713
2160321,0.561,-0.43976,9.97936
2160337,-1.16756,0.53269,12.67412
2160353,0.31934,0.01235,9.84145
2160368,-0.63529,0.65237,13.03288
2160383,0.56444,-0.17784,8.05357
2160398,0.82315,-0.20759,13.32412
2160412,-0.53604,0.49709,13.21885
2160426,0.36551,-0.03585,9.82012
2160441,-1.0238,0.58747,13.50648
2160456,0.26027,-0.09182,9.0011
2160470,0.30609,-0.2793,12.64865
2160486,-0.13334,0.16827,9.8664
2160504,0.32246,-0.38359,12.79219
2160518,-0.71333,0.51076,12.79765
2160536,0.95512,-0.32739,12.22208
2160552,-0.68401,0.63648,12.32644
2160568,0.46576,-0.04464,11.51804
2160582,-0.78267,0.27953,12.79996
2160597,0.25743,-0.24056,7.98835
2160613,0.0223,-0.46425,12.68158
2160631,0.39617,0.1489,9.34357
2160645,0.52718,-0.16263,13.53927
2160659,-0.63024,0.71576,11.99415
2160673,0.53444,-0.13554,10.481
2160688,-1.09744,0.07416,13.34794
2160703,-0.03568,0.16345,8.46731
2160717,0.03943,-0.31444,13.087
2160732,-0.16299,0.63099,9.93729
2160747,0.83294,-0.1312,13.03911
2160761,-1.26704,0.03849,13.71641
2160774,0.19141,0.06858,8.88207
2160789,0.14602,-0.55173,13.06734
2160803,0.01888,0.62901,9.87315
2160817,0.54971,-0.06784,12.67518
2160833,-0.8776,0.11367,13.0674
2160848,0.21635,0.12161,10.57533
2160864,-0.92983,-0.30646,13.10851
2160879,0.35244,0.63746,8.83538
2160893,0.32126,-0.11952,12.44184
2160908,-0.27319,0.21931,9.45158
2160924,0.70021,-0.02703,13.38775
2160938,-0.90829,-0.05965,13.25187
2160955,0.65443,0.46748,12.57088
2160970,-0.75277,-0.34619,13.05009
2160984,0.10419,0.54424,9.21255
2160999,0.35806,-0.15381,13.23825
2161015,0.28738,0.3662,9.93671
2161029,0.83256,-0.06463,13.74401
2161046,-0.55182,-0.2942,11.68117
2161061,0.38155,0.49147,12.17346
2161076,-0.9347,-0.24328,12.38379
2161092,0.4995,0.61781,9.49554
2161108,-0.56241,-0.10322,12.2781
2161124,0.09523,0.34669,9.09741
2161139,0.55458,-0.12026,12.01967
2161156,-0.15206,-0.03137,8.89549
2161170,0.72031,0.63716,13.16866
2161185,-1.08354,-0.16505,11.71284
2161202,0.56186,0.75092,12.47445
2161216,-0.7431,-0.18097,12.44039
2161232,0.43367,0.26196,10.75087
2161246,0.2827,0.19834,13.14112
2161260,-0.34433,-0.37807,9.07283
2161276,0.77891,0.74996,12.43362
2161291,-0.74035,-0.14704,10.65119
2161307,0.73058,0.57966,12.05478
2161323,-1.00939,-0.14363,12.68252
2161340,0.55346,0.29217,12.60345
2161355,-0.60424,0.02954,14.1726
2161372,0.46788,0.10311,10.75244
2161387,0.22973,0.44897,12.5389
2161404,-0.11858,-0.29227,8.97851
2161418,0.50012,0.75857,13.66703
2161433,-1.05144,-0.11833,9.70454
2161447,0.61547,0.03794,12.2004
2161461,-0.47184,0.13064,13.31946
2161475,0.29165,-0.53126,8.92659
2161490,0.62033,0.52383,13.04089
2161506,-0.32521,-0.0155,8.47668
2161524,0.93857,0.61094,12.84548
2161537,-0.92082,-0.17878,10.86728
2161552,0.55864,-0.2384,12.49374
2161566,-0.22779,0.61041,12.46652
2161580,0.30024,-0.10288,9.37666
2161596,0.82707,0.30194,12.68072
2161610,-0.89621,-0.31576,8.823
2161625,0.39274,-0.35255,12.95645
2161640,-0.96192,0.31754,11.73943
2161655,0.59152,-0.08536,11.55506
2161671,-0.10013,0.67058,12.7447
2161684,-0.21499,-0.06907,8.54035
2161698,0.63822,-0.23977,13.45947
2161714,-1.01342,0.06715,9.25672
2161728,0.36701,-0.33693,13.42296
2161744,-0.95762,0.62829,12.58062
2161759,0.1907,-0.0762,10.20346
2161774,0.67012,0.252,12.34384
2161789,-0.18615,0.09137,10.11418
2161803,0.94464,-0.0522,13.79407
2161818,-0.78143,0.73589,10.48954
2161832,0.39373,-0.03173,11.93517
2161849,-0.26398,0.65631,12.30822
2161864,0.45203,-0.18949,10.54707
2161877,0.79937,-0.2199,13.10118
2161894,-0.59885,0.16558,8.46928
2161908,0.4523,-0.37422,13.7034
2161922,-1.01063,0.64586,11.13191
2161936,0.31846,0.0104,10.81377
2161950,0.12359,-0.12643,13.19516
2161965,-0.57819,0.46081,8.42938
2161978,0.2779,-0.15707,12.41136
2161993,-0.97832,0.55556,9.88975
2162007,0.15684,-0.13371,11.18087
2162023,0.07,-0.06428,12.63581
2162038,-0.0433,0.24904,9.35391
2162053,0.67447,-0.3138,12.36408
2162069,-0.60717,0.88086,8.0014
2162084,0.56694,0.03877,12.49038
2162099,-0.81246,0.53157,10.27677
2162114,0.5616,-0.04574,11.82928
2162129,0.03392,-0.4105,12.55548
2162145,0.12782,0.34099,9.71932
2162160,0.72066,-0.22058,12.93026
2162175,-0.48591,0.45697,8.85154
2162191,0.58298,-0.16691,12.20156
2162207,-0.87139,0.08159,7.19553
2162223,0.27167,-0.09234,13.33057
2162237,-0.61207,-0.26748,11.81239
2162253,0.36566,0.46284,11.95844
2162270,-0.07374,-0.51314,12.79981
2162284,-0.12729,0.60954,10.90937
2162300,0.73877,0.04404,12.79497
2162316,-0.54678,0.5506,9.70805
2162329,0.43824,0.29602,13.08068
2162344,-0.69455,-0.30886,10.65128
2162359,0.28508,0.76218,13.02148
2162376,-0.11055,-0.13002,11.64153
2162393,0.39425,0.7883,12.79186
2162406,0.6686,-0.1753,12.90346
2162421,-0.77038,-0.04321,8.87637
2162436,0.42875,0.26115,12.89907
2162451,-1.07084,-0.40389,9.30285
2162464,-0.07894,0.63025,13.369
2162480,0.07519,-0.18427,12.87869
2162495,-0.27632,0.17067,11.28028
2162509,0.55454,0.17613,11.7762
2162525,-1.09596,-0.0945,8.95443
2162539,0.27337,0.8133,12.36882
2162555,-0.6861,-0.2235,9.61597
2162571,0.5484,0.33694,12.91653
2162586,0.10861,-0.20532,13.20694
2162601,-0.1525,-0.17181,11.57829
2162615,0.60197,0.29162,13.59989
2162630,-0.9907,-0.34876,8.56937
2162645,0.41893,0.52431,12.34891
2162661,-0.7466,-0.16466,9.06738
2162676,0.26257,0.20383,13.84734
2162690,0.48189,0.07987,12.31077
2162705,-0.41139,-0.54928,10.40858
2162719,0.56778,0.54849,12.26103
2162735,-1.28249,0.01821,8.90823
2162753,0.50119,0.66115,13.02022
2162768,-0.79512,-0.10369,8.80441
2162784,0.61514,0.21249,12.29847
2162798,0.03945,0.24182,10.53449
2162814,0.05601,-0.21969,12.31434
2162828,0.83355,0.82222,12.5328
