time,ax,ay,az
1587624,-0.11709,-0.31398,9.69386
1587638,0.34449,-0.01561,11.90225
1587652,0.00487,0.22013,13.95238
1587667,0.02785,-0.39749,10.50845
1587681,0.37035,0.02882,11.60856
1587696,-0.06297,0.20181,12.04572
1587711,0.00259,-0.35729,9.73097
1587725,0.52678,0.10983,11.99273
1587740,-0.11435,0.14138,10.71138
1587755,0.04899,-0.22841,10.50846
1587769,0.41925,0.23661,12.4153
1587784,-0.32755,0.06943,9.87687
1587800,0.07938,0.10412,9.73892
1587815,0.18763,0.41132,12.91786
1587831,-0.09648,-0.32067,10.18112
1587847,0.36841,0.08652,12.17797
1587862,-0.16496,0.15088,11.83111
1587878,-0.00962,-0.25655,9.12366
1587894,0.55583,0.2784,11.38912
1587910,-0.30535,-0.03985,9.86199
1587927,0.17353,-0.0038,12.08152
1587942,0.05022,0.1984,14.32424
1587956,-0.26777,-0.33346,9.97834
1587972,0.28585,0.10579,11.96955
1587987,-0.13555,0.19022,14.25247
1588002,0.04653,-0.23533,10.51674
1588018,0.41951,0.20898,12.62992
1588034,-0.54278,-0.06629,12.15221
1588052,0.18473,0.05336,11.47617
1588068,0.06093,0.26488,13.95883
1588083,-0.05019,-0.26234,9.63867
1588100,0.66779,0.20369,12.32951
1588114,-0.20302,-0.0348,13.28339
1588131,0.0283,-0.00124,9.24076
1588145,0.47583,0.27412,12.5295
1588159,-0.23424,-0.19877,11.97921
1588176,0.16459,0.06721,10.39677
1588192,0.13301,0.16909,12.7295
1588207,-0.14795,-0.35406,9.79018
1588222,0.39807,0.1895,11.20707
1588238,-0.0161,-0.01461,13.39832
1588252,0.01031,-0.07747,9.44968
1588267,0.55993,0.36393,12.01811
1588283,-0.36335,-0.17334,11.85251
1588297,0.06993,-0.01964,9.30277
1588312,0.37999,0.26237,12.75524
1588327,-0.22954,-0.351,12.79999
1588342,0.17014,0.12542,9.52426
1588357,0.13315,0.13198,12.68429
1588371,-0.28023,-0.32099,11.29888
1588386,0.29034,0.157,10.24961
1588400,0.02524,0.16085,13.5903
1588415,-0.24241,-0.12851,11.01828
1588430,0.42009,0.39429,11.41926
1588446,-0.0847,0.03544,14.19233
1588461,-0.0148,0.01585,9.93766
1588476,0.43232,0.29114,11.68498
1588491,-0.17705,-0.27577,14.53847
1588506,0.2174,0.09596,10.39239
1588522,0.43935,0.17008,13.78824
1588536,-0.37482,-0.26551,14.06636
1588550,0.16889,0.18817,9.88495
1588565,0.22987,0.16294,12.76424
1588581,-0.32577,-0.2133,11.94043
1588596,0.36618,0.39443,10.20615
1588611,-0.07569,-0.00836,12.98507
1588625,-0.22551,0.05418,10.57382
1588640,0.35781,0.34601,10.44719
1588658,-0.37295,-0.33248,14.13075
1588674,0.14395,0.11488,9.16996
1588688,0.38185,0.19053,12.36462
1588702,-0.41445,-0.40699,13.54395
1588718,0.09697,0.24716,9.04876
1588733,0.06919,0.08278,12.34991
1588749,-0.09829,-0.00579,11.8127
1588763,0.37817,0.31739,9.99066
1588779,-0.08293,-0.32984,12.97952
1588794,-0.10321,0.03409,10.23454
1588810,0.44339,0.29106,11.70346
1588827,-0.30389,-0.31598,15.06166
1588841,0.18287,0.17474,10.84566
1588857,0.21982,-0.03199,13.00787
1588872,-0.128,-0.07216,13.12913
1588886,0.20697,0.38602,9.48325
1588899,0.17929,0.0706,12.19071
1588915,0.08255,-0.07345,13.2523
1588930,0.43916,0.31004,9.70771
1588945,-0.05461,-0.37477,12.15933
1588960,-0.03864,0.12334,11.08918
1588975,0.47058,0.29446,9.80479
1588989,-0.08273,-0.36063,11.96844
1589005,-0.0268,0.21871,9.29076
1589022,0.19724,0.13769,12.39112
1589037,-0.27802,-0.04206,13.81744
1589051,0.164,0.44986,8.80022
1589067,0.06776,-0.1079,11.49108
1589081,-0.18237,0.02465,12.6707
1589097,0.43441,0.39578,9.33676
1589114,-0.19029,-0.24308,11.98661
1589129,-0.22499,0.26171,10.98716
1589145,0.36815,0.21703,10.9319
1589158,-0.18065,-0.23984,11.74726
1589172,0.15681,0.32559,10.53826
1589188,0.37124,0.01529,10.69801
1589202,-0.29078,-0.05393,12.58331
1589218,0.27382,0.39344,9.78692
1589234,0.07825,-0.21114,11.77772
1589252,0.0341,0.1011,12.09188
1589266,0.23417,0.16912,9.87687
1589281,-0.24175,-0.33911,12.18743
1589297,-0.00341,0.24337,11.35889
1589312,0.32314,0.03796,10.62171
1589329,-0.18707,0.05232,13.1561
1589346,0.2785,0.28097,9.1515
1589362,-0.08949,-0.30323,11.97251
1589378,-0.08149,0.17387,12.20541
1589394,0.4248,0.04873,9.97785
1589409,-0.29278,-0.04471,12.24774
1589425,0.11213,0.29455,10.79138
1589439,0.40755,-0.14224,10.34112
1589454,-0.47958,0.06366,12.50277
1589470,0.21162,0.3207,8.9626
1589486,-0.00272,-0.3434,11.71834
