time,ax,ay,az
1723583,0.83295,0.19471,12.59025
1723598,-0.47562,0.23781,10.5557
1723614,0.2825,-0.13599,10.89465
1723628,0.76515,0.39416,14.04714
1723644,-0.72168,0.12662,10.33677
1723661,0.5429,-0.05152,10.89777
1723676,-0.28088,0.27687,14.05135
1723690,-0.55716,-0.18645,9.12986
1723705,0.49765,0.04028,11.88705
1723719,-0.33234,0.40171,12.62182
1723735,-0.0009,-0.31261,8.50836
1723750,0.67137,0.15539,11.40314
1723764,-0.87067,0.31963,12.50699
1723782,-0.01583,-0.22748,10.09138
1723798,0.55499,0.36853,13.02442
1723812,-0.7476,0.19924,11.60288
1723827,0.106,-0.19596,9.04025
1723841,0.43151,0.39653,13.32131
1723857,-0.86683,0.13327,11.0945
1723873,0.42581,-0.16082,10.49316
1723888,-0.21031,0.30706,14.07364
1723904,-0.11456,-0.2645,8.8918
1723919,0.70558,0.00737,11.3227
1723936,-0.70722,0.26716,13.44959
1723951,0.26814,-0.38265,8.758
1723966,0.86611,0.37851,12.2027
1723981,-0.8837,0.19207,13.65835
1723996,0.22729,-0.30013,9.68343
1724010,0.429,0.27235,13.3112
1724026,-0.72582,0.02857,11.87062
1724042,0.45927,-0.10003,10.212
1724057,0.05685,0.49852,14.32815
1724072,-0.39794,-0.06863,11.71886
1724087,0.66344,0.03822,9.53721
1724103,-0.6356,0.41888,13.58175
1724117,-0.07725,-0.26835,10.14611
1724133,0.67159,0.23818,10.69692
1724147,-0.5795,0.35896,13.85055
1724164,0.09597,-0.45049,8.45562
1724180,0.45483,0.29015,11.60446
1724196,-0.83581,-0.00776,12.16042
1724211,0.22974,-0.00745,9.07554
1724227,-0.06877,0.50687,13.64563
1724242,-0.30551,-0.12703,12.89236
1724256,0.46223,0.03095,8.53948
1724272,-0.43608,0.36964,12.43287
1724286,-0.30897,-0.06575,12.03975
1724300,0.5785,0.13732,8.70541
1724316,-0.44651,0.38899,13.69369
1724331,-0.15175,-0.30268,10.84442
1724346,0.48835,0.3075,9.98671
1724361,-0.76246,0.26158,14.40523
1724376,0.04047,-0.42952,10.45524
1724390,0.77389,0.40876,11.26442
1724405,-0.62154,0.22242,14.28377
1724420,0.33225,-0.31613,10.02683
1724435,0.56168,0.37045,11.50644
1724450,-0.67011,0.08298,13.64604
1724465,0.25881,-0.04921,8.95895
1724480,0.29159,0.43168,12.15557
1724496,-0.24748,-0.11097,13.64858
1724513,0.57037,0.09728,8.81306
